sa_2015_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
SA2017_217095001,18,14,5,31,2,3,4,1,2,0,0,1,0,0
SA2017_217095002,21,17,4,44,1,4,6,0,1,1,1,1,1,0
SA2017_217096001,25,19,1,22,1,2,4,0,3,1,0,1,4,0
SA2017_217096002,20,14,5,30,3,4,9,2,2,0,0,0,2,0
SA2017_217097001,21,16,1,40,4,3,4,1,4,0,1,0,3,1
SA2017_217097002,17,27,1,52,7,3,1,2,3,0,0,2,3,1
SA2017_217098001,27,14,0,26,6,0,3,1,5,0,1,4,2,1
SA2017_217098002,21,18,2,38,5,1,5,2,1,0,1,1,4,0
SA2017_217099001/217112002/217112003/217112005/217112001/217112004,132,88,20,153,30,10,64,7,10,1,3,5,9,4
SA2017_217100001,16,11,2,33,1,0,3,1,5,0,1,1,2,0
SA2017_217100002,12,17,0,28,2,1,3,1,5,1,2,0,0,0
SA2017_217101001,32,21,2,50,4,1,10,2,4,1,1,1,1,0
SA2017_217102001,23,23,6,47,0,1,8,0,4,0,0,1,2,2
SA2017_217102002,17,27,0,35,2,1,4,0,3,0,1,1,2,1
SA2017_217103001,21,15,3,28,1,1,4,1,2,0,1,3,2,2
SA2017_217103002,31,8,2,21,6,7,12,1,0,0,1,0,4,0
SA2017_217103003,26,8,2,18,7,1,7,0,2,0,0,2,3,0
SA2017_217103004,22,13,1,23,1,0,3,1,1,0,1,2,2,3
SA2017_217103005,16,17,3,17,2,2,1,0,1,1,0,0,0,0
SA2017_217103006,22,2,1,18,4,3,12,1,1,0,0,1,2,0
SA2017_217104001,14,10,2,28,3,1,3,1,1,0,1,1,1,1
SA2017_217104002,15,11,1,39,2,0,5,2,3,0,1,0,1,0
SA2017_217105001,31,13,1,39,8,7,15,2,0,0,2,2,5,0
SA2017_217105002,26,25,3,41,3,3,16,1,2,0,0,0,4,1
SA2017_217106001,16,12,0,32,2,3,11,0,2,0,1,0,3,2
SA2017_217106002,19,12,0,42,1,2,11,1,1,2,0,1,4,1
SA2017_217107001,31,24,3,47,4,2,10,3,2,0,0,0,5,1
SA2017_217108001,20,13,2,42,2,4,3,0,2,0,1,0,1,0
SA2017_217108002,17,12,1,24,2,1,3,1,2,0,1,0,2,1
SA2017_217109001,28,24,2,48,5,2,4,2,2,0,1,2,2,0
SA2017_217110001,16,18,2,29,1,0,6,0,1,0,2,1,3,3
SA2017_217110002,18,14,3,34,0,1,8,0,1,0,1,1,2,0
SA2017_217110003,18,13,2,27,3,1,8,1,1,0,1,0,0,1
SA2017_217110004,18,17,2,32,3,1,10,0,1,0,0,0,4,2
SA2017_217111001,22,13,0,31,0,0,6,3,2,0,1,0,3,0
SA2017_217111002,23,10,0,34,3,3,10,1,2,1,0,1,0,0
SA2017_217113001,24,23,3,40,3,2,6,1,3,1,0,0,2,6
SA2017_217114001,29,20,2,64,7,0,5,0,7,0,0,2,6,1
SA2017_217115001,26,21,2,48,6,1,7,0,2,0,0,0,3,1
SA2017_217115002,20,19,1,19,6,0,6,0,0,0,0,1,0,2
SA2017_217115003,10,16,0,37,0,1,6,0,3,0,0,1,3,0
SA2017_217116001,30,26,3,59,5,4,4,1,2,0,1,2,2,1
SA2017_217116002,31,17,1,51,3,2,11,2,4,0,0,3,2,3
SA2017_217118001,21,26,3,50,2,1,6,0,3,0,0,1,4,0
SA2017_217118002,28,10,3,13,8,2,15,0,1,0,1,1,4,0
SA2017_217118003,29,6,1,16,0,0,4,0,0,0,0,1,2,3
SA2017_217119001,23,10,2,34,1,1,4,1,3,0,3,1,1,0
SA2017_217119002,19,19,0,33,2,4,16,0,0,0,1,0,2,0
SA2017_217120001,16,11,4,35,8,1,11,2,1,0,0,1,0,4
SA2017_217120002,26,24,3,51,3,1,7,0,0,0,0,1,2,0
SA2017_217120003,22,6,2,39,8,3,12,0,1,0,2,1,0,0
SA2017_217121001,18,23,2,47,6,0,6,1,3,0,3,0,1,1
SA2017_217121002,19,18,2,26,3,2,9,0,2,0,2,3,2,3
SA2017_217121003,14,19,3,28,3,2,5,0,3,0,0,1,0,0
SA2017_217121004,32,19,1,15,4,3,30,0,2,0,2,2,5,0
SA2017_217122001,14,13,1,45,3,1,8,0,1,0,1,4,5,3
SA2017_217123001,14,10,2,15,1,2,4,2,1,0,1,0,3,1
SA2017_217123002,24,11,1,13,4,1,4,0,1,1,0,1,1,0
SA2017_217124001,12,10,1,34,0,1,2,1,1,0,0,0,1,0
SA2017_217124002,11,12,1,20,1,1,3,0,0,0,0,0,4,1
SA2017_217125001,28,27,0,44,2,1,3,2,3,0,0,1,2,0
SA2017_217125002,17,19,3,45,2,3,7,1,1,0,0,1,4,0
SA2017_217126001,14,14,3,49,7,0,12,1,3,0,0,1,1,1
SA2017_217126002,22,15,3,39,4,0,7,1,1,0,0,0,3,0
SA2017_217127001,11,14,1,26,2,1,2,2,1,0,0,0,0,0
SA2017_217128001,26,23,3,41,2,0,8,1,6,0,1,4,1,0
SA2017_217129001,9,10,1,17,5,0,1,2,0,0,0,1,0,0
SA2017_217129002,19,14,3,7,1,2,11,0,0,0,0,1,1,1
SA2017_217129003,15,15,0,24,1,2,3,0,0,1,0,1,2,0
SA2017_217129004,13,20,1,27,2,2,6,1,1,1,1,0,1,0
SA2017_217130001,17,11,3,35,3,2,2,1,5,0,2,1,0,1
SA2017_217130002,26,12,6,36,12,3,23,0,1,1,2,0,2,2
SA2017_217130003,17,13,1,30,1,1,11,0,4,0,0,0,2,1
SA2017_217130004,8,20,3,39,3,1,1,2,1,0,0,2,2,0
SA2017_217130005,17,8,3,36,8,0,8,1,7,0,1,1,3,3
SA2017_217130006,9,4,3,53,15,1,9,1,6,1,3,1,3,4
SA2017_217131001,28,9,1,25,3,1,2,0,3,0,0,2,3,0
SA2017_217131002,19,7,0,29,3,3,6,1,1,1,0,0,2,0
SA2017_217132001,20,15,2,35,0,2,6,2,2,0,0,1,2,1
SA2017_217132002,14,23,5,41,2,1,4,1,1,0,0,0,3,1
SA2017_217133001,17,19,4,53,1,0,6,1,2,0,1,1,1,0
SA2017_217133002,19,14,2,34,0,1,3,0,2,0,2,0,2,0
SA2017_217134001,21,19,3,36,8,3,14,1,4,0,0,2,4,0
SA2017_217134002,18,17,1,31,7,2,7,1,0,0,2,1,3,0
SA2017_217134003,41,12,4,23,10,1,16,1,3,0,1,1,1,1
SA2017_217135001,15,22,3,13,1,0,5,2,3,0,0,0,0,2
SA2017_217135002,18,14,1,29,4,2,2,3,0,0,0,1,2,0
SA2017_217135003,18,20,4,34,2,4,6,1,1,0,0,0,0,3
SA2017_217135004,16,22,1,35,3,1,1,0,2,0,1,0,2,0
SA2017_217135005,11,18,2,41,3,3,5,0,3,0,0,1,1,1
SA2017_217135006,8,25,4,25,0,1,3,0,2,0,0,1,2,0
SA2017_217135007,15,14,3,35,3,1,4,0,1,0,0,0,3,6
SA2017_217135008,12,15,1,42,1,1,6,0,0,0,0,0,1,1
SA2017_217136001,61,12,5,21,8,3,6,1,0,0,2,0,3,5
SA2017_217136002,33,15,5,35,7,4,18,1,5,1,1,1,1,7
SA2017_217136003,41,27,4,32,4,1,8,0,0,0,2,0,1,2
SA2017_217136004,40,20,5,10,3,3,11,0,2,1,2,1,0,3
SA2017_217136005,23,17,1,27,4,1,10,1,0,0,0,1,1,2
SA2017_217136006,28,13,1,14,2,2,13,0,1,0,2,2,3,2
SA2017_217136007,27,18,6,36,9,1,6,1,2,0,3,0,1,5
SA2017_217136008,21,15,3,31,11,3,14,2,2,0,0,1,1,4
SA2017_217136009,46,14,4,14,8,1,13,1,0,0,2,1,2,1
SA2017_217136010,27,4,5,6,2,0,7,0,0,0,1,0,2,4
SA2017_217136011/217136012,11,1,3,30,6,0,16,1,3,0,1,1,1,1
SA2017_217136013,47,20,2,25,0,1,2,0,0,0,1,0,0,5
SA2017_217136014,14,14,3,45,5,0,9,1,2,0,2,2,4,5
SA2017_217136015,34,8,8,21,10,0,11,0,1,0,1,0,1,6
SA2017_217136016,20,13,4,17,2,0,5,1,2,0,0,1,2,0
SA2017_217136017,16,12,3,28,4,2,4,0,0,0,2,0,0,1
SA2017_217136018,11,1,2,21,8,0,11,1,4,0,0,1,2,7
SA2017_217136019,26,15,0,14,5,0,6,1,2,0,2,2,3,2
SA2017_217136020,33,10,1,12,1,3,6,1,1,0,2,2,1,4
SA2017_217136021,44,16,7,28,5,1,10,1,2,0,1,3,4,1
SA2017_217136022,37,15,2,39,9,3,9,2,4,0,2,2,3,7
SA2017_217136023/01,30,8,2,9,8,3,7,1,2,0,0,2,2,1
SA2017_217136023/02,31,11,1,9,10,3,17,2,1,0,1,0,0,1
SA2017_217137001,21,8,0,19,2,1,12,1,0,1,2,1,1,1
SA2017_217137002,23,15,0,22,7,4,15,1,1,0,1,2,2,1
SA2017_217138001,29,6,4,24,5,4,10,1,1,0,0,2,2,1
SA2017_217138002,15,10,3,41,2,1,2,0,1,0,0,1,0,0
SA2017_217138003,21,16,4,25,11,1,11,0,1,0,0,0,1,1
SA2017_217139001,23,10,1,20,2,2,8,0,0,0,0,0,6,0
SA2017_217139002,28,8,0,20,5,0,6,0,0,0,0,2,1,0
SA2017_217139003,13,14,0,38,2,1,5,1,0,0,0,0,0,0
SA2017_217139004,15,15,1,40,4,2,2,1,2,0,0,2,1,0
SA2017_217139005,19,11,1,37,13,1,17,0,3,0,1,1,0,2
SA2017_217139006,9,11,3,35,5,2,5,0,1,0,1,1,2,1
SA2017_217139007,14,15,3,38,5,0,8,1,0,0,0,0,1,3
SA2017_217139008,30,9,1,19,14,2,26,1,0,0,1,4,5,0
SA2017_217139009,15,7,1,59,6,1,10,0,4,0,0,1,1,1
SA2017_217139010,26,13,7,31,7,3,7,1,1,0,0,0,1,0
SA2017_217139011,23,10,3,38,6,1,9,1,0,1,0,2,1,1
SA2017_217140001,26,11,4,22,4,4,9,1,1,0,0,1,2,1
SA2017_217140002,28,9,3,20,4,0,10,0,0,0,0,5,1,0
SA2017_217141001,22,20,1,42,3,1,6,1,1,1,1,0,0,1
SA2017_217141002,26,10,0,44,3,0,8,0,3,0,1,0,4,0
SA2017_217142001,17,9,4,32,3,0,9,1,0,0,1,0,0,0
SA2017_217142002,29,19,1,38,4,0,8,3,0,1,1,0,0,2
SA2017_217143001,14,12,2,25,2,0,2,0,1,0,1,0,5,2
SA2017_217143002,31,26,0,50,4,5,7,3,2,0,2,1,4,3
SA2017_217143003,20,19,3,28,4,3,5,0,2,0,0,0,1,2
SA2017_217143004,18,12,3,26,20,4,24,0,3,1,3,0,1,1
SA2017_217143005,21,18,4,22,3,3,25,2,0,0,1,0,1,0
SA2017_217144001,23,10,1,22,3,1,8,1,0,0,0,1,1,1
SA2017_217145001,16,12,3,29,3,1,6,1,1,0,1,5,1,0
SA2017_217145002,19,18,1,35,0,0,1,0,2,0,1,2,2,3
SA2017_217145003,8,18,2,40,3,0,5,0,4,0,0,1,0,1
SA2017_217146001,20,17,7,36,2,1,10,1,5,0,1,0,4,1
SA2017_217147001,18,23,3,49,1,1,12,2,3,1,3,1,2,1
SA2017_217148001,18,10,1,41,1,1,5,1,1,0,0,1,2,0
SA2017_217149001,14,12,3,18,2,0,4,0,1,0,0,0,1,0
SA2017_217150001,20,21,3,46,5,3,9,0,3,0,0,1,1,0
SA2017_217150002,13,13,3,33,1,0,5,0,1,1,0,0,1,0
SA2017_217151001,30,13,1,33,2,1,4,0,2,0,0,2,4,1
SA2017_217152001,19,10,2,21,5,1,8,2,2,0,0,3,2,4
SA2017_217152002,16,20,5,30,0,2,3,1,1,1,0,1,2,0
SA2017_217152003,11,1,2,23,18,0,13,1,3,1,0,3,3,2
SA2017_217152004,25,20,3,25,2,3,6,0,0,0,0,1,1,0
SA2017_217152005,31,12,4,8,2,1,4,0,1,0,2,1,3,2
SA2017_217152006,17,17,2,21,0,0,2,1,1,0,0,0,0,2
SA2017_217152007,30,24,7,31,8,1,12,4,0,0,1,1,7,3
SA2017_217152008,25,7,5,23,5,2,9,1,2,0,0,1,1,2
SA2017_217152009,15,14,3,45,6,1,14,1,5,0,1,1,1,7
SA2017_217152010,12,7,1,21,4,5,10,1,1,1,2,3,4,1
SA2017_217152011,35,23,6,26,11,0,18,4,3,1,2,2,5,2
SA2017_217152012,17,5,4,40,17,1,13,2,1,0,1,1,0,3
SA2017_217152013,14,10,2,35,4,2,1,1,1,0,0,1,0,7
SA2017_217152014,12,15,3,21,8,1,9,0,1,0,1,0,2,1
SA2017_217152015,40,12,3,17,4,2,14,2,0,0,4,0,2,2
SA2017_217152016,24,40,2,44,1,2,6,1,3,0,2,2,5,1
SA2017_217152017,25,8,3,12,1,1,3,0,2,0,1,0,3,0
SA2017_217152018,29,6,3,29,9,1,10,0,1,0,0,4,7,0
SA2017_217152019,16,4,0,12,11,3,21,0,4,1,1,0,1,1
SA2017_217152020,26,9,3,12,5,2,12,0,1,0,0,0,4,1
SA2017_217152021,37,12,3,17,6,0,5,1,0,0,0,1,1,2
SA2017_217152022,21,8,2,11,2,0,8,1,0,0,3,0,3,2
SA2017_217152023,24,7,1,5,2,1,1,0,3,0,0,2,2,4
SA2017_217152024,25,25,1,32,6,0,10,0,3,1,3,0,3,0
SA2017_217152025,52,17,8,43,11,4,19,0,5,0,2,3,4,0
SA2017_217152026,30,4,6,10,4,0,4,0,1,1,3,0,2,0
SA2017_217153001,34,28,2,43,6,1,7,3,2,0,0,1,2,2
SA2017_217154001,22,15,2,30,1,2,7,1,0,0,1,0,1,1
SA2017_217155001,15,13,0,14,1,3,3,0,2,1,0,0,0,1
SA2017_217156001,53,15,2,13,2,0,3,0,2,0,1,0,1,4
SA2017_217156002,44,15,1,10,2,4,6,0,1,0,0,2,1,1
SA2017_217156003,46,21,0,29,4,0,11,0,0,0,1,1,5,2
SA2017_217156004,18,17,2,22,6,0,8,2,2,0,1,0,1,0
SA2017_217156005,18,4,6,13,2,2,7,0,0,1,0,1,1,1
SA2017_217156006,29,13,2,25,11,2,12,1,5,0,2,0,2,0
SA2017_217156007,46,15,1,33,11,2,9,2,0,1,1,1,2,1
SA2017_217156008,14,19,2,17,0,0,3,0,1,0,0,1,2,2
SA2017_217156009,11,12,4,23,10,1,8,0,1,1,2,0,1,1
SA2017_217157001,17,13,1,30,3,3,8,1,1,0,0,0,5,0
SA2017_217157002,20,12,1,22,2,2,2,0,3,0,0,3,1,1
SA2017_217158001,30,21,4,34,5,0,4,1,3,0,1,1,7,1
SA2017_217158002,15,16,1,30,3,2,9,2,0,0,1,0,2,0
SA2017_217158003,34,19,2,30,5,2,8,3,1,0,2,2,1,0
SA2017_217159001,13,18,4,13,0,2,4,1,0,0,0,1,2,1
SA2017_217159002,15,8,3,27,2,3,6,1,1,0,1,0,3,3
SA2017_217159003,20,14,1,14,1,0,3,0,1,0,0,1,0,2
SA2017_217160001,17,14,2,13,3,1,8,2,2,0,0,1,1,3
SA2017_217160002,16,11,0,32,1,0,6,2,4,0,0,0,2,0
SA2017_217161001,28,31,5,44,11,2,11,0,1,1,0,3,5,2
SA2017_217161002,26,30,2,51,2,0,12,2,4,0,1,1,3,0
SA2017_217161003,26,25,6,42,5,0,14,1,3,0,0,4,2,0
SA2017_217161004,18,24,1,40,1,1,7,2,4,0,0,1,4,1
SA2017_217161005,13,6,13,32,12,1,22,1,3,0,1,0,0,7
SA2017_217161006,21,12,12,34,12,1,9,3,3,0,2,1,4,4
SA2017_217161007,17,19,2,31,1,0,5,1,1,1,0,4,3,0
SA2017_217162001,26,16,5,44,11,2,13,1,1,0,1,0,1,10
SA2017_217162002,31,22,2,22,1,2,9,0,1,0,3,1,2,0
SA2017_217162003,46,17,1,17,1,3,7,0,1,1,2,0,2,4
SA2017_217162004,39,17,9,29,3,2,14,0,0,1,1,1,3,5
SA2017_217162005,32,30,5,24,1,2,15,0,1,1,1,2,1,2
SA2017_217162006,24,33,5,33,13,5,22,3,3,0,1,2,3,3
SA2017_217162007,16,7,3,26,5,1,9,1,1,0,0,1,1,1
SA2017_217162008,28,9,3,4,0,1,4,1,0,0,0,0,0,1
SA2017_217162009,22,13,1,22,5,3,15,1,1,0,0,1,2,2
SA2017_217162010,44,10,6,15,5,2,8,3,0,0,0,0,5,3
SA2017_217162011,27,8,3,5,1,1,8,1,2,0,1,0,0,7
SA2017_217162012,27,20,0,18,1,0,6,0,0,0,2,1,1,0
SA2017_217162013,23,14,3,32,11,1,15,1,2,1,1,0,3,5
SA2017_217162014,30,14,4,12,5,0,7,1,0,0,1,1,2,4
SA2017_217162015,35,12,2,13,1,2,4,0,1,0,1,0,3,0
SA2017_217162016,24,8,6,5,1,2,3,0,0,0,0,1,2,8
SA2017_217162017,16,4,4,22,16,2,26,0,2,0,1,1,0,0
SA2017_217162018,38,8,1,8,2,2,3,1,1,0,1,0,2,3
SA2017_217162019,22,3,2,8,3,1,5,1,1,0,0,0,0,3
SA2017_217162020,17,10,3,16,3,2,4,1,3,0,1,0,1,0
SA2017_217162021,28,11,3,13,5,3,5,0,1,0,1,0,0,1
SA2017_217162022,24,18,3,12,2,2,8,3,0,0,1,0,2,1
SA2017_217162023,29,14,0,10,0,1,17,4,2,0,0,1,2,1
SA2017_217162024,36,4,0,12,9,0,20,0,0,0,1,0,0,2
SA2017_217162025,39,16,1,13,2,0,10,0,1,0,0,0,2,5
SA2017_217162026,39,9,4,4,0,0,3,1,1,0,0,0,4,2
SA2017_217162027,54,18,6,23,5,1,10,0,0,0,2,0,6,7
SA2017_217162028,23,5,4,23,7,3,9,1,1,0,2,0,1,3
SA2017_217162029,34,11,2,7,1,0,6,2,1,0,0,1,2,1
SA2017_217162030,31,10,5,15,8,2,13,1,2,0,1,2,3,7
SA2017_217162031,33,20,3,19,1,1,2,2,0,0,0,0,1,2
SA2017_217162032,31,10,1,21,9,2,13,0,3,0,2,2,1,0
SA2017_217163001,29,30,3,50,5,0,8,2,0,1,0,2,1,0
SA2017_217164001,38,7,2,12,0,1,6,1,0,1,2,1,1,0
SA2017_217164002,29,11,1,6,4,1,9,0,1,0,0,1,8,1
SA2017_217164003,19,15,8,30,7,1,11,0,6,0,0,0,3,4
SA2017_217164004,24,4,4,6,6,4,13,1,0,0,3,0,5,0
SA2017_217164005,39,8,0,14,5,0,17,1,0,0,0,1,5,2
SA2017_217164006,23,10,1,22,14,3,18,2,1,0,5,0,2,0
SA2017_217164007,44,31,4,18,8,3,9,0,1,0,2,3,2,0
SA2017_217164008,28,14,1,18,3,2,24,1,2,1,3,0,4,1
SA2017_217164009,33,8,0,5,0,3,3,0,1,0,1,0,1,0
SA2017_217164010,25,12,1,13,1,1,7,0,0,0,0,0,0,2
SA2017_217164011,46,11,5,5,2,3,8,1,0,0,1,0,1,2
SA2017_217164012,20,13,2,23,7,2,16,0,1,0,0,2,0,0
SA2017_217165001,24,6,2,21,6,2,17,2,0,0,0,1,2,1
SA2017_217165002,17,26,2,53,3,1,6,2,3,1,2,0,1,0
SA2017_217165003,12,9,1,38,0,1,4,0,0,0,1,1,1,0
SA2017_217165004,31,38,3,41,2,5,11,2,2,0,1,0,1,1
SA2017_217165005,17,10,2,27,1,1,7,2,3,0,3,1,2,0
SA2017_217165006,14,21,2,40,3,3,12,2,3,0,2,3,7,1
SA2017_217165007,19,10,9,26,9,0,11,0,0,0,2,0,1,3
SA2017_217165008,13,6,3,29,1,5,13,1,1,0,2,0,0,4
SA2017_217166001,41,7,3,12,2,0,8,1,1,0,0,1,2,0
SA2017_217166002,39,17,3,7,0,1,14,1,1,0,2,0,1,1
SA2017_217166003,38,4,1,6,3,0,1,0,0,0,1,0,0,1
SA2017_217166004,10,4,1,12,10,0,12,1,1,0,3,0,1,1
SA2017_217166005,19,6,3,29,14,0,21,1,0,0,1,2,1,3
SA2017_217166006,41,10,1,11,4,1,5,0,0,0,0,0,1,2
SA2017_217166007,42,6,2,8,0,0,8,0,0,1,1,0,1,1
SA2017_217166008,23,6,5,8,3,1,7,2,2,0,0,0,0,3
SA2017_217166009,17,15,3,31,2,0,7,0,2,0,1,1,0,1
SA2017_217166010,25,11,1,7,1,1,6,0,0,0,0,2,2,1
SA2017_217166011,38,13,3,18,2,4,10,0,2,1,3,2,3,1
SA2017_217167001,25,23,5,37,2,2,8,2,2,1,0,1,0,0
SA2017_217167002,22,20,3,37,8,5,11,0,4,0,2,0,0,0
SA2017_217168001,27,16,2,25,11,0,18,2,1,0,1,3,2,1
SA2017_217168002,20,18,1,39,2,0,5,0,2,0,0,3,1,1
SA2017_217168003,25,21,3,30,1,0,6,5,2,0,0,1,8,1
SA2017_217168004,15,13,2,33,3,1,8,1,2,0,1,0,1,2
SA2017_217169001,17,20,2,35,5,3,5,0,4,0,1,0,2,0
SA2017_217170001,12,20,3,36,4,0,4,0,1,1,1,1,1,0
SA2017_217170002,23,16,2,16,3,3,13,1,0,0,0,1,0,0
SA2017_217170003,19,14,3,35,3,1,2,2,0,1,0,0,0,6
SA2017_217171001,20,20,5,61,7,0,9,0,6,2,1,2,2,0
SA2017_217171002,27,29,4,53,5,5,13,1,6,0,1,2,3,2
SA2017_217172001,29,18,0,43,2,1,5,2,3,0,3,1,1,0
SA2017_217173001,12,23,1,36,0,1,3,0,0,0,0,1,6,2
SA2017_217174001,17,21,2,60,2,1,4,0,0,0,0,1,0,1
SA2017_217174002,20,13,3,39,3,3,4,0,0,0,0,0,3,2
SA2017_217174003,19,23,1,56,1,1,11,0,0,1,1,2,1,0
SA2017_217175001,25,16,2,27,5,1,8,0,2,0,1,0,3,2
SA2017_217175002,26,7,5,14,2,0,8,0,1,0,0,0,1,3
SA2017_217175003,40,12,4,22,15,3,22,1,0,0,1,0,5,5
SA2017_217175004,64,17,2,10,0,5,8,0,1,0,1,2,6,1
SA2017_217176001,30,15,3,16,6,2,8,1,1,0,0,1,5,5
SA2017_217176002,65,24,5,12,3,2,14,2,0,0,1,0,3,1
SA2017_217176003,34,17,5,23,3,2,10,2,2,1,4,0,4,4
SA2017_217176004,32,23,2,14,1,1,6,0,0,0,0,1,4,3
SA2017_217176005,36,25,8,19,0,1,11,0,2,0,1,1,1,2
SA2017_217176006,27,21,1,15,4,1,12,0,1,0,1,1,0,0
SA2017_217176007,25,30,2,23,1,0,8,1,0,0,0,0,2,1
SA2017_217176008,9,36,2,42,3,1,6,1,1,0,0,3,0,0
SA2017_217176009,34,20,8,54,7,1,9,0,3,0,2,1,0,1
SA2017_217176010,18,4,7,27,5,1,11,0,0,0,3,1,1,2
SA2017_217176011,26,6,1,30,11,2,31,3,1,0,0,1,2,7
SA2017_217176012,42,4,4,2,2,0,2,0,0,0,0,0,2,3
SA2017_217176013,58,5,7,2,1,1,3,1,1,1,0,1,5,4
SA2017_217176014,64,6,7,11,6,2,17,2,1,0,1,1,6,5
SA2017_217176015,15,3,3,4,1,1,5,0,0,0,0,0,3,0
SA2017_217176016,50,14,6,12,5,1,6,0,1,0,0,0,1,3
SA2017_217176017,68,15,5,9,2,1,8,1,0,0,1,1,5,0
SA2017_217176018,43,6,6,8,4,2,10,0,2,1,2,0,4,8
SA2017_217177001,18,5,3,28,6,2,7,0,2,0,2,0,3,5
SA2017_217177002,14,6,6,48,18,0,11,2,6,0,1,2,1,10
SA2017_217177003,16,6,3,29,8,0,6,0,6,0,1,3,0,2
SA2017_217177004,32,7,2,13,4,2,5,0,0,0,0,0,7,6
SA2017_217177005,35,15,2,24,9,3,21,0,1,0,1,0,1,2
SA2017_217177006,37,10,2,15,10,3,27,1,1,0,0,1,1,0
SA2017_217177007,35,10,4,11,6,1,7,1,1,0,0,0,3,4
SA2017_217177008,43,7,8,14,3,2,10,1,2,0,1,0,3,2
SA2017_217177009,27,8,2,5,3,0,3,1,0,1,0,0,0,4
SA2017_217177010,35,6,5,17,5,0,6,0,1,1,1,1,0,0
SA2017_217177011,32,15,3,8,2,2,7,0,0,0,1,0,4,2
SA2017_217177012,21,11,7,15,4,0,12,0,1,0,0,0,1,5
SA2017_217177013,15,12,5,20,8,0,16,1,1,1,0,1,1,2
SA2017_217177014,24,22,4,36,4,3,18,2,3,0,1,1,1,2
SA2017_227001001,13,12,2,14,2,1,4,2,4,0,1,1,1,0
SA2017_227001002/227001004,16,17,1,24,1,1,4,0,0,0,0,1,0,1
SA2017_227001003,13,19,3,31,2,0,4,3,0,0,0,0,2,0
SA2017_227001005,8,8,2,40,3,1,6,2,1,1,0,1,1,1
SA2017_227002001,15,7,0,29,3,1,5,1,2,0,1,0,3,1
SA2017_227003001/227003005,13,7,0,15,4,1,2,0,2,0,0,1,0,1
SA2017_227003002,9,6,1,8,0,1,5,0,1,0,0,0,0,0
SA2017_227003003,11,10,1,17,3,0,5,0,0,0,0,0,2,0
SA2017_227003004,6,8,3,10,0,0,0,0,0,0,0,2,0,0
SA2017_227003006,29,13,1,29,8,1,10,1,2,0,1,0,4,0
SA2017_227004001,14,27,5,39,4,1,7,1,3,0,0,1,1,1
SA2017_227005001,13,9,4,29,3,1,4,0,0,0,0,0,0,0
SA2017_227006001,11,18,2,38,2,2,7,0,2,0,0,0,0,0
SA2017_227006002,22,11,2,25,1,1,11,2,1,0,0,0,5,0
SA2017_227007001,20,13,1,32,8,2,10,0,0,0,1,2,1,0
SA2017_227007002,20,33,4,39,4,1,12,0,3,0,3,0,2,1
SA2017_227008001,20,15,4,31,1,1,8,0,2,0,0,0,4,0
SA2017_227008002,22,17,3,41,1,0,4,2,3,0,0,0,3,0
SA2017_227009001,19,17,0,36,6,0,7,1,1,0,1,0,2,5
SA2017_227010001,17,11,0,34,1,1,6,0,2,0,0,1,2,1
SA2017_227010002,25,15,2,41,1,0,8,0,2,0,1,1,3,0
SA2017_227011001,17,11,4,18,4,2,7,1,1,0,0,0,1,0
SA2017_227011002/227011003,16,14,1,21,1,1,4,2,1,0,2,0,2,1
SA2017_227012001,17,25,3,47,5,2,7,2,2,0,1,1,3,1
SA2017_227013001,14,10,1,25,2,0,1,0,1,0,1,1,1,1
SA2017_227014001,23,20,3,39,6,3,6,2,5,0,0,4,2,0
SA2017_227015001,12,29,2,38,4,0,8,1,3,0,0,0,2,0
SA2017_227016001,15,11,1,25,1,2,3,1,0,1,1,1,2,2
SA2017_227016002,13,17,2,24,1,1,3,2,2,0,1,0,1,0
SA2017_227017001/227017004,23,15,2,21,3,0,3,0,1,0,1,2,1,0
SA2017_227017002,29,5,3,15,2,3,5,0,3,0,0,0,4,2
SA2017_227017003,34,10,1,11,3,1,11,2,1,0,2,1,2,2
SA2017_227017005,27,19,1,19,5,0,9,1,1,0,0,0,0,0
SA2017_227017006,38,18,4,29,6,5,14,0,1,0,1,0,1,1
SA2017_227017007,22,11,0,36,3,1,2,1,4,0,2,0,0,0
SA2017_227018001,15,17,2,37,1,1,3,0,1,1,0,4,3,0
SA2017_227018002,19,22,2,24,0,1,5,0,0,2,0,1,1,2
SA2017_227019001,25,13,1,31,5,2,10,0,3,0,2,0,4,2
SA2017_227020001/227020003,12,21,1,34,1,2,7,2,0,0,0,0,1,0
SA2017_227020002,19,22,3,40,2,2,5,1,1,0,0,0,3,1
SA2017_227021001,17,14,2,32,5,1,6,2,1,0,1,0,1,0
SA2017_227021002,19,13,4,32,1,2,6,1,2,0,0,0,1,2
SA2017_227022001,13,19,1,31,2,3,4,2,1,0,1,0,3,0
SA2017_227022002,15,16,2,19,6,2,10,1,1,0,0,0,1,0
SA2017_227023001,14,9,1,17,3,1,12,0,3,1,3,1,1,1
SA2017_227023002,22,9,2,34,2,4,5,0,1,1,0,1,2,1
